Date,Price
20-May-87,22.483570765056164
21-May-87,19.31332353556236
22-May-87,23.247732773340033
23-May-87,27.629084406294986
24-May-87,18.847813292056465
25-May-87,18.852540422345527
26-May-87,27.92393432604667
27-May-87,23.869688935692547
28-May-87,17.689788401671528
29-May-87,22.754605590694396
30-May-87,17.72936195012055
31-May-87,17.722446687749862
01-Jun-87,21.2655518548496
02-Jun-87,10.493984315148728
03-Jun-87,11.44044141729084
04-Jun-87,17.258237975069427
05-Jun-87,15.010165061020455
06-Jun-87,21.65020236708723
07-Jun-87,15.543490367923091
08-Jun-87,13.026737280270975
09-Jun-87,27.42114467297349
10-Jun-87,18.96866436735133
11-Jun-87,20.439831934641912
12-Jun-87,12.983095021553295
13-Jun-87,17.38956737141295
14-Jun-87,20.67073898400648
15-Jun-87,14.365803189763922
16-Jun-87,22.00390621002208
17-Jun-87,17.12686771011798
18-Jun-87,18.67623745216391
19-Jun-87,17.130818181401594
20-Jun-87,29.405387206511552
21-Jun-87,20.081155201695484
22-Jun-87,14.864731722023937
23-Jun-87,24.27065596873767
24-Jun-87,14.058358199784898
25-Jun-87,21.211539466082073
26-Jun-87,10.373515913077703
27-Jun-87,13.535581329402714
28-Jun-87,21.165462794658772
29-Jun-87,23.878134556708492
30-Jun-87,21.047288104099575
01-Jul-87,19.616850327626807
02-Jul-87,18.69421830303985
03-Jul-87,12.811771870567444
04-Jul-87,16.609805821849328
05-Jul-87,17.91047805044222
06-Jul-87,25.50392807775402
07-Jul-87,21.941053435920036
08-Jul-87,11.412406252682343
09-Jul-87,21.852671917888273
10-Jul-87,18.311485710251002
11-Jul-87,16.856932152221077
12-Jul-87,23.304568639373496
13-Jul-87,25.405829849067196
14-Jul-87,24.91187787358672
15-Jul-87,16.06403470331082
16-Jul-87,18.718705481586227
17-Jul-87,21.92572955927841
18-Jul-87,25.15178307929067
19-Jul-87,17.88283129587071
20-Jul-87,19.35505264319636
21-Jul-87,14.75631769790359
22-Jul-87,14.311604488948664
23-Jul-87,24.35991176274129
24-Jul-87,27.083127835042703
25-Jul-87,19.946522125705204
26-Jul-87,25.32888226448528
27-Jul-87,22.124042941681616
28-Jul-87,17.09490908483611
29-Jul-87,22.13213092682209
30-Jul-87,28.019980773028152
31-Jul-87,20.155312786566835
01-Aug-87,28.162306302604907
02-Aug-87,7.245007544504441
03-Aug-87,24.45789062824757
04-Aug-87,20.788258488980592
05-Aug-87,18.862631436878683
06-Aug-87,20.821117113303817
07-Aug-87,10.429113699040128
08-Aug-87,19.273243874275316
09-Aug-87,22.161811212439893
10-Aug-87,27.77036362000703
11-Aug-87,17.794187346349503
12-Aug-87,16.347715464670085
13-Aug-87,17.886043302631627
14-Aug-87,24.976484150482968
15-Aug-87,22.047874151689303
16-Aug-87,17.759962625973973
17-Aug-87,22.979745851794235
18-Aug-87,20.90344147438594
19-Aug-87,25.26592372172847
20-Aug-87,16.917078341095547
21-Aug-87,18.793678118911753
22-Aug-87,18.476093127658093
23-Aug-87,13.123704194076574
24-Aug-87,21.926525361478337
25-Aug-87,21.75584537847319
26-Aug-87,20.48078134220433
27-Aug-87,19.28692343353458
28-Aug-87,13.387650431576528
29-Aug-87,18.36592256942009
30-Aug-87,18.760221642031322
31-Aug-87,16.46705291997536
01-Sep-87,19.676655749171694
02-Sep-87,22.50798363299272
03-Sep-87,29.923303896390962
04-Sep-87,21.369908495915794
05-Sep-87,21.789416426788705
06-Sep-87,20.134079935762337
07-Sep-87,10.917098479516252
08-Sep-87,20.38303022018366
09-Sep-87,20.821395688553164
10-Sep-87,32.84110024269275
11-Sep-87,19.56772989777899
12-Sep-87,22.04191647477095
13-Sep-87,20.365265955994957
14-Sep-87,14.700079657841798
15-Sep-87,26.26222895993285
16-Sep-87,24.3124250922099
17-Sep-87,24.512564705409552
18-Sep-87,16.01511273763891
19-Sep-87,27.580666607711386
20-Sep-87,13.562084780487773
21-Sep-87,23.510270604868815
22-Sep-87,31.532908306335642
23-Sep-87,15.632593593050592
24-Sep-87,17.75843161210846
25-Sep-87,21.09282212697881
26-Sep-87,18.081832072377896
27-Sep-87,12.850538229046514
28-Sep-87,20.9513152998256
29-Sep-87,15.301626898583223
30-Sep-87,22.985752661807943
01-Oct-87,16.02531437888131
02-Oct-87,28.376752616556306
03-Oct-87,16.71545917120571
04-Oct-87,19.026063093276804
05-Oct-87,24.708601802571813
06-Oct-87,14.491339174971976
07-Oct-87,21.787605471580683
08-Oct-87,27.190664611390464
09-Oct-87,12.62217970859047
10-Oct-87,21.587410215476414
11-Oct-87,21.968299935475297
12-Oct-87,24.582645364538017
13-Oct-87,14.493422492679342
14-Oct-87,14.080538023066659
15-Oct-87,23.297173957990815
16-Oct-87,22.17703453749054
17-Oct-87,21.94922046447228
18-Oct-87,22.43364230164606
19-Oct-87,17.305922687687016
20-Oct-87,21.871959822802772
21-Oct-87,22.180698744909446
22-Oct-87,17.148224329702487
23-Oct-87,30.053499016976396
24-Oct-87,23.098436107229837
25-Oct-87,14.77739905807594
26-Oct-87,24.021329628676618
27-Oct-87,15.869798275789151
28-Oct-87,24.683274687056304
29-Oct-87,26.54547460479935
30-Oct-87,16.65373015942206
31-Oct-87,25.57866743882051
01-Nov-87,22.830336468699677
02-Nov-87,24.881377675407922
03-Nov-87,30.259686830123496
04-Nov-87,19.55342637825769
05-Nov-87,17.01633117790288
06-Nov-87,16.342084892981
07-Nov-87,16.71525065769971
08-Nov-87,20.41343857687467
09-Nov-87,22.509352039446696
10-Nov-87,22.19169120343186
11-Nov-87,24.948798493380167
12-Nov-87,20.88253674900787
13-Nov-87,28.089842716823203
14-Nov-87,19.503533206265125
15-Nov-87,34.432308246821286
16-Nov-87,23.964444194116506
17-Nov-87,16.554964714628348
18-Nov-87,15.490935047822486
19-Nov-87,23.26240465576226
20-Nov-87,19.737373694335364
21-Nov-87,24.429335132843367
22-Nov-87,23.230165826668916
23-Nov-87,20.504478181935117
24-Nov-87,16.639299196295738
25-Nov-87,13.303676704626728
26-Nov-87,18.64998310913923
27-Nov-87,25.169196882509983
28-Nov-87,21.962316672961926
29-Nov-87,14.667799100169253
30-Nov-87,21.76704266440339
01-Dec-87,22.83236997520995
02-Dec-87,16.491140936978386
03-Dec-87,21.68369868912998
04-Dec-87,21.210761793050626
05-Dec-87,15.209511753085796
06-Dec-87,22.717945085398615
07-Dec-87,23.737575956916654
08-Dec-87,26.35355458237015
09-Dec-87,26.21195366808657
10-Dec-87,14.059241609544884
11-Dec-87,16.263108291173012
12-Dec-87,23.53205486821021
13-Dec-87,23.53045332814624
14-Dec-87,23.54140704653372
15-Dec-87,40.23447110969538
16-Dec-87,23.829911251305887
17-Dec-87,26.657931940161337
18-Dec-87,25.75475759814264
19-Dec-87,24.246350078623905
20-Dec-87,19.417692640311472
21-Dec-87,24.793530007397823
22-Dec-87,17.13920287366191
23-Dec-87,19.823880954068013
24-Dec-87,18.585801290040827
25-Dec-87,21.426634767536243
26-Dec-87,32.59520194539046
27-Dec-87,11.69022819048246
28-Dec-87,24.462500146732054
29-Dec-87,12.972264880329517
30-Dec-87,18.680829948748894
31-Dec-87,26.48988730395118
01-Jan-88,21.371179456009948
02-Jan-88,15.665700512304387
03-Jan-88,17.482550897069363
04-Jan-88,24.46170322946087
05-Jan-88,17.416526367620094
06-Jan-88,22.155297515533935
07-Jan-88,21.305508808561417
08-Jan-88,17.824292912431545
09-Jan-88,31.806660138505546
10-Jan-88,24.26117984488726
11-Jan-88,10.970516841427457
